key,original_en,translation,context
me_result_7,「{0}」 gazed at you hollowly...,,「{0}」呆滞的看向你……
me_result_8,You feel your soul is refined. Vigor +100,,你感觉自己的灵魂得到了升华，气血 + 100。
me_result_9,,,
me_result_10,,,
me_result_11,,,
me_result_12,「{0}」 waved the sleeves and used some dirty tricks. You feel faint. 「Poison Gas +3」,,「{0}」轻挥衣袖，暗使手段。你感到一丝恍惚。「毒瘴+3」
me_result_13,「{0}」 gave you a treasure map.,,「{0}」给了你一张藏宝图。
me_result_14,「{0}」 became your dear friend. Attitude toward you:「Admire」,,「{0}」成为你的亲密挚友。对你产生了态度：「欣赏」
me_result_15,"A woman became intimate with you. Her debts were also transferred to you... 「Coins -10,000」",,一名女子与你情投意合，她的债务也转嫁给了你……「铜钱-10000」
me_result_16,A woman became intimate with you.,,一名女子与你情投意合。
me_result_17,「{0}」sighed and gazed at you with sadness.,,「{0}」唉声叹气，无比惋惜的看了看你。
me_result_18,You clapped. 「{0}」 spit a mouthful of purple blood and 「{0}」’s face turned red. Attitude toward you:「Grateful」,,你轻拍一掌，「{0}」吐出一口紫血，面色转红。对你产生了态度「感激」
me_result_19,You clapped. 「{0}」 fell down and screamed!,,你轻拍一掌，「{0}」应声倒下，翻身大喊！
me_result_20,「{0}」 fainted as the poison took effect!,,「{0}」毒发昏倒了！
me_result_21,「{0}」 glanced at you and took off the disguise.,,「{0}」瞥了你一眼，卸下伪装。
me_result_22,,,
me_result_23,,,
me_result_24,Your bag got robbed.,,你的包裹被洗劫一空。
me_result_25,「{0}」 decided to teach you a lesson! !!,,「{0}」决定给你一点教训！！！
me_result_26,You and 「{0}」 became dear friends.,,你与「{0}」结为亲密挚友。
me_result_27,,,
me_result_28,You and 「{0}」 became intimate.,,你与「{0}」情投意合。
me_result_29,,,
me_result_30,Obtained a clothes to resist cold.,,获得一件抵抗寒冷的衣服
me_result_31,,,
me_result_32,Build the residence to shelter yourself from the cold and restore Vigor in it!,,建好民居，你就有了一处容身之所了，可以抵御寒冷和恢复气血！
me_result_33,"Having a hot spring bath,taking a sip of wine at the tavern,or listening to melodies at the Music House will cheer you up!",,温泉泡个澡、酒馆喝口酒、乐楼听个小曲，都可以让你心情好起来！
me_result_34,「Extermination」 has been hidden at a sect’s hall!,,「灭·绝」这本秘籍似乎被藏在了某个门派的大殿内！
me_result_35,,,
me_result_36,That stone lies on the Dragonhead in Longting. Find a way to get there on your own!,,该奇石位于龙亭龙头之上，至于怎么过去，你自己想办法吧！
me_result_37,"Believe it or not,it’s up to you!",,不信拉倒！
me_result_50010,You taught 「{0}」 a Skill. Attitude toward you:「Grateful」,,你传授了一门绝学给「{0}」，对你产生了态度：「感激」
me_result_50011,You learned a Skill from 「{0}」!,,你学会了「{0}」的一门绝学！
me_result_50012,「{0}」 gave you something.,,「{0}」送了你一些东西。
me_result_50017,「{0}」 became your Dear Friend!,,「{0}」与你成为了亲密挚友关系！
me_result_50018,You refused 「{0}」’s request to become brothers!,,你拒绝了「{0}」的义结金兰请求！
me_result_50019,「{0}」 became intimate with you!,,「{0}」与你成为了情投意合关系！
me_result_50020,You refused 「{0}」’s request to become partners!,,你拒绝了「{0}」的结为连理请求！
me_result_50021,「{0}」 cured your Ailment!,,「{0}」对你进行了隐疾的治疗！
me_result_50022,You refused 「{0}」’s offer to cure your Ailment!,,你拒绝了「{0}」对你的隐疾治疗！
me_result_50023,「{0}」 restored your Vigor!,,「{0}」对你进行了气血的治疗！
me_result_50024,You refused 「{0}」’s offer to restore your Vigor!,,你拒绝了「{0}」对你的气血治疗！
me_result_50025,It seems 「{0}」 is taking you somewhere to have some fun!,,「{0}」似乎要带你去某个地方娱乐一番！
me_result_50026,You refused 「{0}」’s invitation to have fun together!,,你拒绝了「{0}」对你的娱乐邀请！
activity_message_tips,"The Kungfu Contest will be held in a half of day,",,"将于半日后召开武林大会,"
join_party,Attend Kungfu Contest,,参加武林大会
no_join_party,Don’t attend Kungfu Contest,,不参加武林大会
join_wulin_assembly,Go attend Kungfu Contest,,前去参加武林大会
start_wulin_assembly,Begin Kungfu Contest,,启动武林大会
wulin_assembly_no_one,"The Kungfu Contest can’t get started,because no attendants were here! !!",,由于本届武林大会，无人到场，武林大会召开失败！！！
wulin_assembly_no_one_player,"The Kungfu Contest can’t get started,because no other attendants were here! !!",,由于本届武林大会，其他人无法到场，武林大会召开失败！！！
wulin_assembly_who_win,"After brutal fights,「{0}」 became the Champion.",,经过一番激烈的角逐，「{0}」成为了盟主
wulin_assembly_title_prestart,Kungfu Contest:Pending,,武林大会 · 即将召开
wulin_assembly_playerlist,Attendants List,,参赛名单
wulin_assembly_title_round,Kungfu Contest:Match {0},,武林大会 · 第{0}场
wulin_assembly_against,vs,,对阵
wulin_assembly_title_end,Kungfu Contest:Closing,,武林大会 · 谢幕
wulin_assembly_final_winer,Champion,,武林盟主
wulin_assembly_join,Enter now,,立刻参赛
wulin_assembly_giveup,Abandon participation,,放弃参赛
wulin_assembly_player_state_0,Vacant Seat,,空位
wulin_assembly_player_state_1,Qualified,,入选
wulin_assembly_player_state_2,Reach,,抵达
wulin_assembly_player_state_3,Win Streak,,连胜
wulin_assembly_player_state_4,Defeated,,落败
auction_join,Join Auction,,参与竞拍
auction_add_goods,Add Auction Item,,增加拍卖物
auction_exit_tips,Quit this auction?,,是否要退出此次拍卖会！
auction_success,{0} offered the highest bid ({1}) and obtained the item,,{0}出价最高({1})获得拍卖物
auction_fail,No one interested. This item will be relisted at the next auction.,,无人对此物感兴趣，流拍到下次拍卖会
auction_start,Start bidding,,现在开始拍卖
auction_default_price,Reserve price:,,底价：
auction_not_price,No bid,,无人出价
auction_price,「{0} 」 bids:,,「{0} 」出价：
auction_countdown,Countdown,,倒计时
auction_giveup,Give up,,放弃此物
auction_big_add,Big increment {0},,大加价 {0}
auction_small_add,Small increment {0},,小加价 {0}
auction_my_money,My Funds,,我的资金
auction_goods,Auction Items,,拍卖品
auction_finish,"That concludes our auction! Congratulations to all successful bidders. To those who came up empty-handed, don't lose heart. Stay tuned for our next auction. You may find something more remarkable!",,本次拍卖会到此结束！恭喜诸位获得心仪的宝物，没有收获的朋友也不必气馁。下一次可能会有更好的宝物，期待诸位再次光临。
auction_skill1,Persuade,,好言相劝
auction_skill2,Intimidate,,威胁恐吓
auction_skill3,Mark as Enmity,,标记结怨
Character_Select_Info,Select personal information,,选择个人信息
Character_View_Move,View move information,,查看招式信息
Character_Select_Euqip,Select equipment,,选择装备
Character_Editor_Euqip,Replace equipment,,更换装备
Characeter_Unload_Euqip,Uninstalling equipment,,卸载装备
Character_Select_Skill,Choose Study,,选择绝学
Character_Editor_Skill,Edit Study,,编辑绝学
Character_Use_Skill,Equipment,,装备绝学
Character_Unload_Skill,Uninstallation of learning,,卸载绝学
Character_Editor_NeiGong,Edit internal Gong,,编辑内功
Character_Select_SkillType,Select Skills,,选择技能类型
Character_Change_page,Switch page,,切换页面
Character_Moving_Cursor,Mobile cursor,,移动光标
Character_Change_Skill_Page,Switching the pagination,,切换绝学分页
Character_View_Prop,View attributes,,查看属性
作弊界面,,,
Admin_page_title_1,Switch,,开关
Admin_page_title_2,Button,,按钮
Admin_page_title_3,Enter,,输入
Admin_page_title_4,Item,,道具
Admin_page_title_5,other,,其他
Admin_neili_switch,Infinite Energy,,无限内力
Admin_tile_save_switch,Create Save for Land Mass,,创建地块存档
Admin_clone_skill,Clone all Skills,,克隆所有绝学
Admin_clone_ability,Clone all Abilities,,克隆所有能力
Admin_clone_equip,Clone all Legendary Gears,,克隆所有传说装备
Admin_clear_disease,Cleanse all Ailments,,清除所有隐疾
Admin_open_place_tile_panel,Unlock Land Mass,,解锁地块
Admin_join_sect,Join Sect,,加入门派
Admin_add_tongqian,Add Coins,,添加铜钱
Admin_add_yinliang,Add Silver,,添加银两
Admin_cure_qili,Restore Vigor,,恢复气血
Admin_add_zhenqi,Increase Chi,,增加真气
Admin_add_xiuwei,Add Kungfu Insight,,增加武学心得
Admin_add_time,Increase Time,,增加时辰
Admin_tansfer,Teleport,,传送
Admin_reputation,Apply Reputation,,应用名声
Admin_pokemon,Add Pet,,添加宠物
Admin_switch_open,Open,,打开
Admin_switch_close,Turn Off,,关闭
Admin_btn_add,Add,,添加
Admin_btn_apply,Apply,,应用
Admin_item_craft,Craft Item,,制作道具
Admin_item_food,Food,,食物
Admin_item_material,Material,,材料
Admin_item_skill,Skill Manual,,技能书
Admin_item_neigong,Inner Kungfu Manual,,内功书
Admin_item_tool,Contraption,,机关
Admin_item_treasure,Treasure,,珍品
Admin_item_all,Clone All Items,,克隆所有道具
Admin_skill,Clone Skill,,克隆绝学
Admin_equip,Clone Gear,,克隆装备
Admin_neigong,Clone Inner Kungfu,,克隆内功
Admin_buff,Add Buff,,施加buff
Admin_ability,Clone Ability,,克隆能力
Admin_weather,Change Weather,,改变天气
Admin_all_neigong,Clone All Inner Kungfu,,克隆所有内功
Admin_all_argument,Unlock All Verbal Duels,,解锁所有嘴炮
Admin_unlock_argument,Unlock Verbal Duel,,解锁嘴炮
Admin_add_crime,Add crime value,,添加罪恶值
Admin_disease,Add Ailment,,添加隐疾
Admin_destiny,Add Karma,,添加天命
Admin_change_gender,Change Gender,,改变性别
Admin_attitude,Add Attitude,,添加态度
Admin_apply_relation,Apply Relations,,应用关系
Admin_list,NPC List,,NPC列表
Admin_apply_identity,Add Identity,,添加身份
Admin_random_relation,Randomize Relations,,随机应用关系
Admin_adventrue,Reload Event,,重新读取事件
Admin_force_adventrue,Force Event,,强制执行事件
Admin_hp_switch,Invulnerable,,无敌状态
show_haer_desc_btn,Show enemy details,,显示仇人详情
select_hater_text,Select Enemy,,选择仇人
select_hater_none,You don’t have enemies in your last lifetime,,你的上一世没有结怨的人
skill_pre_desc_1,You’ve got no Weapon yet,,你还没兵器呢
skill_pre_desc_2,You’ve got no Concealed Weapon yet,,你还没暗器呢
skill_pre_desc_3,You have leg disability,,你腿残疾了
area_1,Longting,,龙亭
area_2,Flora Woods,,百花林
area_3,Mount Taiyue,,太岳山
area_4,Fire God Vale,,祝融谷
area_5,Shadowoods,,影针林
area_6, Wolong Plain,,卧龙原
area_7,Kuyler,,库伊勒
area_8,Five-dragon Vale,,五龙谷
area_9,Mount Millibeast ,,万兽山
monster_desc_1005,TODO Eagle description,,TODO 老鹰描述
monster_name_1,「Monkey」,,「猴」
monster_name_1_1,「Big Monkey」,,「大猴」
monster_name_2,「Snake」,,「蛇」
monster_name_2_1,「Giant Snake」,,「大蛇」
monster_name_3,「Horse」,,「马」
monster_name_3_1,「Great Horse」,,「大马」
monster_name_4,「Ferret」,,「雪貂」
monster_name_4_1,「Big Marten」,,「大貂」
monster_name_5,「Eagle」,,「老鹰」
monster_name_5_1,「Giant Hawk」,,「大雕」
monster_name_6,「Black Serpent」,,「黑蛟」
monster_name_7,「Fire Lizard」,,「火蜥」
monster_name_8,「Poison Frog」,,「毒蛙」
monster_name_9,「Dog」,,「狗」
monster_name_9_1,「Great Dog」,,「大狗」
monster_name_10,「Wolf」,,「狼」
monster_name_10_1,「Huge Wolf」,,「大狼」
monster_name_11,「Rooster」,,「鸡」
monster_name_11_1,「Big Hen」,,「大母鸡」
monster_name_12,「Boar」,,「野猪」
monster_name_12_1,「Giant Boar」,,「大野猪」
monster_name_13,「Shark」,,「鲨鱼」
max_zhenqi,Chi,,真气
max_nei_li,Max Energy,,最大内力
max_hp,Max Vigor,,最大气血
xuan_yin_zhenqi_lv,<ZQ_XuanYin>「Chi of the Moon」 Lv. {0}</>,,<ZQ_XuanYin>「玄阴真气」{0} 级</>
chun_yang_zhenqi_lv,<ZQ_ChunYang>「Chi of the Sun」 Lv. {0}</>,,<ZQ_ChunYang>「纯阳真气」{0} 级</>
sha_du_zhenqi_lv,<ZQ_DuSha>「Chi of Venom」 Lv. {0}</>,,<ZQ_DuSha>「毒煞真气」{0} 级</>
hun_yuan_zhenqi_lv,<ZQ_HunYuan>「Chi of Harmony」 Lv. {0}</>,,<ZQ_HunYuan>「混元真气」{0} 级</>
zhenqi_lv_0,<TipGray>No Bonus</>,,<TipGray>当前无加成</>
xuan_yin_zhenqi_lv_1,<TipGray>Increases Moon Skill DMG by</> <TDName>50%</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>50%</>
xuan_yin_zhenqi_lv_2,<TipGray>Increases Moon Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>1</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>100%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>1</>
xuan_yin_zhenqi_lv_3,<TipGray>Increases Moon Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Ice Ailment growth</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>150%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断寒毒隐疾的增加</>
xuan_yin_zhenqi_lv_4,<TipGray>Increases Moon Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Ice Ailment growth</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>200%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断寒毒隐疾的增加</>
xuan_yin_zhenqi_lv_5,<TipGray>Increases Moon Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Ice Ailment growth</>\\n<TipGray>Doubles Moon Skill effects</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>250%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断寒毒隐疾的增加</>\\n<TipGray>玄阴类绝学的效果翻倍</>
chun_yang_zhenqi_lv_1,<TipGray>Increases Sun Skill DMG by</> <TDName>50%</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>50%</>
chun_yang_zhenqi_lv_2,<TipGray>Increases Sun Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>1</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>100%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>1</>
chun_yang_zhenqi_lv_3,<TipGray>Increases Sun Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Fire Ailment growth</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>150%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断火毒隐疾的增加</>
chun_yang_zhenqi_lv_4,<TipGray>Increases Sun Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Fire Ailment growth</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>200%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断火毒隐疾的增加</>
chun_yang_zhenqi_lv_5,<TipGray>Increases Sun Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Fire Ailment growth</>\\n<TipGray>Doubles Sun Skill effects</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>250%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断火毒隐疾的增加</>\\n<TipGray>纯阳类绝学的效果翻倍</>
sha_du_zhenqi_lv_1,<TipGray>Increases Venom Skill DMG by</> <TDName>50%</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>50%</>
sha_du_zhenqi_lv_2,<TipGray>Increases Venom Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>1</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>100%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>1</>
sha_du_zhenqi_lv_3,<TipGray>Increases Venom Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Venom Ailment growth</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>150%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断剧毒隐疾的增加</>
sha_du_zhenqi_lv_4,<TipGray>Increases Venom Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Venom Ailment growth</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>200%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断剧毒隐疾的增加</>
sha_du_zhenqi_lv_5,<TipGray>Increases Venom Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Venom Ailment growth</>\\n<TipGray>Doubles Venom Skill effects</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>250%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断剧毒隐疾的增加</>\\n<TipGray>毒煞类绝学的效果翻倍</>
hun_yuan_zhenqi_lv_1,<TipGray>Increases Harmony Skill DMG by</> <TDName>50%</>,,<TipGray>混元类绝学伤害增加</> <TDName>50%</>
hun_yuan_zhenqi_lv_2,<TipGray>Increases Harmony Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>1</>,,<TipGray>混元类绝学伤害增加</> <TDName>100%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>1</>
hun_yuan_zhenqi_lv_3,<TipGray>Increases Harmony Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Hysteria growth</>,,<TipGray>混元类绝学伤害增加</> <TDName>150%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断癫狂隐疾的增加</>
hun_yuan_zhenqi_lv_4,<TipGray>Increases Harmony Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Hysteria growth</>,,<TipGray>混元类绝学伤害增加</> <TDName>200%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断癫狂隐疾的增加</>
hun_yuan_zhenqi_lv_5,<TipGray>Increases Harmony Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Hysteria growth</>\\n<TipGray>Doubles Harmony Skill effects</>,,<TipGray>混元类绝学伤害增加</> <TDName>250%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断癫狂隐疾的增加</>\\n<TipGray>混元类绝学的效果翻倍</>
xuan_yin_zhenqi_lv_skill_1,<TipGray>Increases Moon Skill DMG by</> <TDName>50%</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>50%</>
xuan_yin_zhenqi_lv_skill_2,<TipGray>Increases Moon Skill DMG by</> <TDName>100%</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>100%</>
xuan_yin_zhenqi_lv_skill_3,<TipGray>Increases Moon Skill DMG by</> <TDName>150%</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>150%</>
xuan_yin_zhenqi_lv_skill_4,<TipGray>Increases Moon Skill DMG by</> <TDName>200%</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>200%</>
xuan_yin_zhenqi_lv_skill_5,<TipGray>Increases Moon Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Moon Skill effects</>,,<TipGray>玄阴类绝学伤害增加</> <TDName>250%</>\\n<TipGray>玄阴类绝学的效果翻倍</>
chun_yang_zhenqi_lv_skill_1,<TipGray>Increases Sun Skill DMG by</> <TDName>50%</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>50%</>
chun_yang_zhenqi_lv_skill_2,<TipGray>Increases Sun Skill DMG by</> <TDName>100%</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>100%</>
chun_yang_zhenqi_lv_skill_3,<TipGray>Increases Sun Skill DMG by</> <TDName>150%</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>150%</>
chun_yang_zhenqi_lv_skill_4,<TipGray>Increases Sun Skill DMG by</> <TDName>200%</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>200%</>
chun_yang_zhenqi_lv_skill_5,<TipGray>Increases Sun Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Sun Skill effects</>,,<TipGray>纯阳类绝学伤害增加</> <TDName>250%</>\\n<TipGray>纯阳类绝学的效果翻倍</>
sha_du_zhenqi_lv_skill_1,<TipGray>Increases Venom Skill DMG by</> <TDName>50%</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>50%</>
sha_du_zhenqi_lv_skill_2,<TipGray>Increases Venom Skill DMG by</> <TDName>100%</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>100%</>
sha_du_zhenqi_lv_skill_3,<TipGray>Increases Venom Skill DMG by</> <TDName>150%</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>150%</>
sha_du_zhenqi_lv_skill_4,<TipGray>Increases Venom Skill DMG by</> <TDName>200%</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>200%</>
sha_du_zhenqi_lv_skill_5,<TipGray>Increases Venom Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Venom Skill effects</>,,<TipGray>毒煞类绝学伤害增加</> <TDName>250%</>\\n<TipGray>毒煞类绝学的效果翻倍</>
hun_yuan_zhenqi_lv_skill_1,<TipGray>Increases Harmony Skill DMG by</> <TDName>50%</>,,<TipGray>混元类绝学伤害增加</> <TDName>50%</>
hun_yuan_zhenqi_lv_skill_2,<TipGray>Increases Harmony Skill DMG by</> <TDName>100%</>,,<TipGray>混元类绝学伤害增加</> <TDName>100%</>
hun_yuan_zhenqi_lv_skill_3,<TipGray>Increases Harmony Skill DMG by</> <TDName>150%</>,,<TipGray>混元类绝学伤害增加</> <TDName>150%</>
hun_yuan_zhenqi_lv_skill_4,<TipGray>Increases Harmony Skill DMG by</> <TDName>200%</>,,<TipGray>混元类绝学伤害增加</> <TDName>200%</>
hun_yuan_zhenqi_lv_skill_5,<TipGray>Increases Harmony Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Harmony Skill effects</>,,<TipGray>混元类绝学伤害增加</> <TDName>250%</>\\n<TipGray>混元类绝学的效果翻倍</>
like_nothing,I don't have a favorite item,,我没什么喜爱的物品
like_desc,I like,,我喜欢
hate_desc,I hate,,我讨厌
like_hate_desc_0,Sneak,,潜行
like_hate_desc_1,Loot,,搜刮
like_hate_desc_2,Misdeed,,恶行
like_hate_desc_3,Steal,,偷窃
like_hate_desc_4,Set a fire,,放火
like_hate_desc_5,Drink wine,,喝酒
like_hate_desc_6,Beg,,乞讨
like_hate_desc_7,Poisoning,,投毒
like_hate_desc_8,Music,,音律
like_hate_desc_9,Spar,,切磋
like_hate_desc_10,Treasure,,财宝
like_hate_desc_11,Divine Weapon,,神兵
tile_place_loading,Expanding World...\\nSaving...,,正在扩张世界...\\n正在进行存档...
tile_place_rotate,Rotate new area,,旋转新区域
tile_show_tips_sect,New Sect Appears,,新门派出现
tile_show_tips_bandits,Bandits Appear,,盗匪出现
tile_show_tips_royal,Appears in the dynasty,,皇朝势力出现
tile_unlock_need,Unlock Conditions,,解锁条件
tile_normal,Normal,,常规
tile_special,Special,,特殊
challenge_bonus_desc,Choose a Blessing,,选择一个赐福
challenge_bonus_title,Complete 「{0}」 Trials:Unlock New Area,,完成「{0}」历练·解锁新区域
challenge_bonus_1,Palm ATK,,掌法攻击
challenge_bonus_2,Fist DMG,,拳法伤害
challenge_bonus_3,Kick DMG,,腿法伤害
challenge_bonus_4,Weapon DMG,,兵器伤害
challenge_bonus_5,Concealed Weapon DMG,,暗器伤害
challenge_bonus_6,Max Vigor,,最大气血
challenge_bonus_7,Chi,,真气
challenge_bonus_8,Load,,负重
challenge_bonus_9,Kungfu Insight,,武学心得
challenge_bonus_10,Energy,,内力
challenge_desc_1,<TipGray>Gather</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>,,<TipGray>采集</><TDName> {0}/{1} </><TipGray>个</><Yellow>{2}</>
challenge_desc_2,<TipGray>Build</><TDName> {0}/{1} </><Yellow>{2}</><Yellow> Press ([1=34])</>,,<TipGray>建造</><TDName> {0}/{1} </><TipGray>座</><Yellow>{2}</><Yellow> 快捷键（[1=34]）</>
challenge_desc_3,<TipGray>Acquire via the </><Yellow>Enlightenment Stone</><TipGray> in this area</>,,<TipGray>通过本区域的</><Yellow> 悟道石 </><TipGray>完成领悟</>
challenge_desc_4,<TipGray>Find the</><Yellow> Hidden </><TipGray>Chest in this area</>,,<TipGray>寻找本区域</><Yellow> 藏匿 </><TipGray>的宝箱</>
challenge_desc_5,<TipGray>Craft</><TDName> {0}/{1} </><Yellow>{2}</> <TipGray>Press ([1=7])</>\\n<Yellow>(Open 「Craft Items」 in Backpack)</>,,<TipGray>制作</><TDName> {0}/{1} </><TipGray>个</><Yellow>{2}</><TipGray> 快捷键（[1=7]）</>\\n<Yellow>（背包中打开「制作物品」）</>
challenge_desc_6,<TipGray>Defeat</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>,,<TipGray>击败</><TDName> {0}/{1} </><TipGray>只</><Yellow>{2}</>
challenge_desc_7,<TipGray>Acquire Skill </><Yellow>「{0}」</>,,<TipGray>领悟绝学 </><Yellow>「{0}」</>
challenge_desc_8,<TipGray>Acquire Inner Kungfu </><Yellow>「{0}」</> <TipGray>by sleeping</>,,<TipGray>通过睡觉领悟内功 </><Yellow>「{0}」</>
challenge_desc_9_0,<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>DEF Gear of Grade </><Yellow>{2}</><TipGray> or better</>,,<TipGray>获得</><TDName> {0}/{1} </><TipGray>件</><Yellow>{2}</><TipGray>或以上品级防具</>
challenge_desc_9_1,<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>Weapons of Grade </><Yellow>{2}</><TipGray> or better</>,,<TipGray>获得</><TDName> {0}/{1} </><TipGray>件</><Yellow>{2}</><TipGray>或以上品级兵器</>
challenge_desc_9_2,<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>Concealed Weapons of Grade </><Yellow>{2}</><TipGray> or better</>,,<TipGray>获得</><TDName> {0}/{1} </><TipGray>件</><Yellow>{2}</><TipGray>或以上品级暗器</>
challenge_desc_10,<TipGray>Become </><Yellow>Champion</>,,<TipGray>成为 </><Yellow>武林盟主</>
challenge_desc_11,<TipGray>Press</> <TDNum>V</> <TipGray>to activate the Inner Kungfu </><Yellow>「{0}」</> <TipGray>in Meridians</>,,<TipGray>按</> <TDNum>V</> <TipGray>在经脉中激活内功 </><Yellow>「{0}」</>
challenge_desc_12,<TipGray>Tame</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>\\n<Yellow>(Apprentice with the Stable Manager or train by crafting traps)</>,,<TipGray>驯化</><TDName> {0}/{1} </><TipGray>只</><Yellow>{2}</>\\n<Yellow>（找马厩掌柜学习或制作陷阱练习）</>
challenge_desc_15,"<TipGray>Destroy all facilities in</><TDName> {0}/{1} </><Yellow>Bandit Camps (including Shacks, Cages, Bonfires, and Fences)</><TipGray> in this region</>",,<TipGray>摧毁本区域的</><TDName> {0}/{1} </><TipGray>个</><Yellow>匪窝的所有设施（匪窝包含窝棚、牢笼、火堆、栅栏等）</>
challenge_desc_16,<TipGray>Steal</><TDName> {0}/{1} </><TipGray>items from others</>,,<TipGray>成功偷窃</><TDName> {0}/{1} </><TipGray>次他人物品</>
