key,Source,Translated
﻿Common_Item,Items
chun_yang_zhenqi_lv_2,<TipGray>Increases Sun Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>1</>
chun_yang_zhenqi_lv_3,<TipGray>Increases Sun Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Fire Ailment growth</>
chun_yang_zhenqi_lv_4,<TipGray>Increases Sun Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Fire Ailment growth</>
chun_yang_zhenqi_lv_5,<TipGray>Increases Sun Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Cold Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Fire Ailment growth</>\\n<TipGray>Doubles Sun Skill effects</>
sha_du_zhenqi_lv_1,<TipGray>Increases Venom Skill DMG by</> <TDName>50%</>
sha_du_zhenqi_lv_2,<TipGray>Increases Venom Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>1</>
sha_du_zhenqi_lv_3,<TipGray>Increases Venom Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Venom Ailment growth</>
sha_du_zhenqi_lv_4,<TipGray>Increases Venom Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Venom Ailment growth</>
sha_du_zhenqi_lv_5,<TipGray>Increases Venom Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Poison Gas Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Venom Ailment growth</>\\n<TipGray>Doubles Venom Skill effects</>
hun_yuan_zhenqi_lv_1,<TipGray>Increases Harmony Skill DMG by</> <TDName>50%</>
hun_yuan_zhenqi_lv_2,<TipGray>Increases Harmony Skill DMG by</> <TDName>100%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>1</>
hun_yuan_zhenqi_lv_3,<TipGray>Increases Harmony Skill DMG by</> <TDName>150%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>2</>\\n<TipGray>Blocks Hysteria growth</>
hun_yuan_zhenqi_lv_4,<TipGray>Increases Harmony Skill DMG by</> <TDName>200%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>3</>\\n<TipGray>Blocks Hysteria growth</>
hun_yuan_zhenqi_lv_5,<TipGray>Increases Harmony Skill DMG by</> <TDName>250%</>\\n<TipGray>Increases Heat Fading SPD by</> <TDName>4</>\\n<TipGray>Blocks Hysteria growth</>\\n<TipGray>Doubles Harmony Skill effects</>
xuan_yin_zhenqi_lv_skill_1,<TipGray>Increases Moon Skill DMG by</> <TDName>50%</>
xuan_yin_zhenqi_lv_skill_2,<TipGray>Increases Moon Skill DMG by</> <TDName>100%</>
xuan_yin_zhenqi_lv_skill_3,<TipGray>Increases Moon Skill DMG by</> <TDName>150%</>
xuan_yin_zhenqi_lv_skill_4,<TipGray>Increases Moon Skill DMG by</> <TDName>200%</>
xuan_yin_zhenqi_lv_skill_5,<TipGray>Increases Moon Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Moon Skill effects</>
chun_yang_zhenqi_lv_skill_1,<TipGray>Increases Sun Skill DMG by</> <TDName>50%</>
chun_yang_zhenqi_lv_skill_2,<TipGray>Increases Sun Skill DMG by</> <TDName>100%</>
chun_yang_zhenqi_lv_skill_3,<TipGray>Increases Sun Skill DMG by</> <TDName>150%</>
chun_yang_zhenqi_lv_skill_4,<TipGray>Increases Sun Skill DMG by</> <TDName>200%</>
chun_yang_zhenqi_lv_skill_5,<TipGray>Increases Sun Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Sun Skill effects</>
sha_du_zhenqi_lv_skill_1,<TipGray>Increases Venom Skill DMG by</> <TDName>50%</>
sha_du_zhenqi_lv_skill_2,<TipGray>Increases Venom Skill DMG by</> <TDName>100%</>
sha_du_zhenqi_lv_skill_3,<TipGray>Increases Venom Skill DMG by</> <TDName>150%</>
sha_du_zhenqi_lv_skill_4,<TipGray>Increases Venom Skill DMG by</> <TDName>200%</>
sha_du_zhenqi_lv_skill_5,<TipGray>Increases Venom Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Venom Skill effects</>
hun_yuan_zhenqi_lv_skill_1,<TipGray>Increases Harmony Skill DMG by</> <TDName>50%</>
hun_yuan_zhenqi_lv_skill_2,<TipGray>Increases Harmony Skill DMG by</> <TDName>100%</>
hun_yuan_zhenqi_lv_skill_3,<TipGray>Increases Harmony Skill DMG by</> <TDName>150%</>
hun_yuan_zhenqi_lv_skill_4,<TipGray>Increases Harmony Skill DMG by</> <TDName>200%</>
hun_yuan_zhenqi_lv_skill_5,<TipGray>Increases Harmony Skill DMG by</> <TDName>250%</>\\n<TipGray>Doubles Harmony Skill effects</>
like_nothing,I don't have any favorite items
like_desc,I like
hate_desc,I hate
like_hate_desc_0,Sneak
like_hate_desc_1,Loot
like_hate_desc_2,Misdeed
like_hate_desc_3,Steal
like_hate_desc_4,Set a fire
like_hate_desc_5,Drink wine
like_hate_desc_6,Beg
like_hate_desc_7,Poisoning
like_hate_desc_8,Music
like_hate_desc_9,Spar
like_hate_desc_10,Treasure
like_hate_desc_11,Divine Weapon
tile_place_loading,Expanding the world...\\n Saving...
tile_place_rotate,Rotate new area
tile_show_tips_sect,New Sect Appears
tile_show_tips_bandits,Bandits Appear
tile_unlock_need,Unlock Conditions
tile_normal,Normal
tile_special,Special
challenge_bonus_desc,Choose a Blessing
challenge_bonus_title,Complete 「{0}」 Trials:Unlock New Area
challenge_bonus_1,Palm ATK
challenge_bonus_2,Fist DMG
challenge_bonus_3,Kick DMG
challenge_bonus_4,Weapon DMG
challenge_bonus_5,Concealed Weapon DMG
challenge_bonus_6,Max Vigor
challenge_bonus_7,Chi
challenge_bonus_8,Load
challenge_bonus_9,Martial arts experience
challenge_bonus_10,Energy
challenge_desc_1,<TipGray>Gather</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>
challenge_desc_2,<TipGray>Build</><TDName> {0}/{1} </><TipGray>seats</><Yellow>{2}</><Yellow>Shortcut (H)</>
challenge_desc_3,<TipGray>Acquire via the </><Yellow>Enlightenment Stone</><TipGray> in this area</>
challenge_desc_4,<TipGray>Find the</><Yellow> Hidden </><TipGray>Chest in this area</>
challenge_desc_5,<TipGray>Make</><TDName> {0}/{1} </><TipGray>items</><Yellow>{2}</><TipGray>Shortcut (B)</>\\n<Yellow>(Open [Made Items] in backpack)</>
challenge_desc_6,<TipGray>Defeat</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>
challenge_desc_7,<TipGray>Acquire Skill </><Yellow>「{0}」</>
challenge_desc_8,<TipGray>Acquire Inner Kungfu </><Yellow>「{0}」</> <TipGray>by sleeping</>
challenge_desc_9_0,<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>DEF Gear of Grade </><Yellow>{2}</><TipGray> or better</>
challenge_desc_9_1,<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>Weapons of Grade </><Yellow>{2}</><TipGray> or better</>
challenge_desc_9_2,<TipGray>Obtain</><TDName> {0}/{1} </><TipGray>Concealed Weapons of Grade </><Yellow>{2}</><TipGray> or better</>
challenge_desc_10,<TipGray>Become </><Yellow>Champion</>
challenge_desc_11,<TipGray>Press</> <TDNum>V</> <TipGray>to activate the Inner Kungfu </><Yellow>「{0}」</> <TipGray>in Meridians</>
challenge_desc_12,<TipGray>Tame</><TDName> {0}/{1} </><TipGray>only</><Yellow>{2}</>\\n<Yellow>(Learn from the stable master or practice making traps)</>
challenge_desc_15,"<TipGray>Destroy all facilities of </><TDName> {0}/{1} </><TipGray></><Yellow> bandit dens in this area (bandit dens include shacks, cages, fires, Fences, etc.)</>"
challenge_desc_16,<TipGray>Steal</><TDName> {0}/{1} </><TipGray>items from others</>
challenge_desc_17,<TipGray>Use</><TDName>[Broken Bowl]</><TipGray>Begging to get</><TDName> {0}/{1} </><TipGray>Money</>\\n<Yellow>(Open [Made Items] in backpack)</>
challenge_desc_18,<TipGray>Use Golden Acupuncture to cure Ailments for</><TDName> {0}/{1} </><TipGray>patients</>
challenge_desc_19,<TipGray>Pray to the Chenghuang Temple for</><Yellow>snow to change the temperature</>
challenge_desc_20,"<TipGray>Get a reward of</><TDName> {0}/{1} </><TipGray>yuan by playing the piano</>\\n<Yellow>(Perform piano playing in the music building, you can invite more people to listen to your performance.)</>"
challenge_desc_21,<TipGray>Teach</><TDName> {0}/{1} </><TipGray>Skills to others</>
challenge_desc_22,<TipGray>Sneak into the Sect Hall in this area and </><Yellow>steal the Treasure Chest</>
challenge_desc_23,<TipGray>Create </><Yellow>Sect</>
challenge_desc_24,<TipGray>Help</><TDName> {0}/{1} </><TipGray>times</>\\n<Yellow>(Teach others or complete entrusted tasks for others)</>
challenge_desc_25,<TipGray>Cook a</><Yellow> 3-Star </><TipGray>food</>
challenge_desc_26,<TipGray>Learn</><TDName> {0}/{1} </><TipGray>Skills from others</>
challenge_desc_27,"<TipGray>Poison</><TDName> {0}/{1} </><TipGray>people</>\\n<Yellow>(Hot springs, beds and tables can be contaminated with miasma)</>"
challenge_desc_28,<TipGray>Have</><TDName> {1}/{2} </><TipGray>stacks of </><Yellow>{0}</>
challenge_desc_29,<TipGray>Take the </><Yellow>head</><TipGray> of the Sect Master in this area</>
challenge_desc_30,<TipGray>Detain</><TDName> {0}/{1} </><TipGray>Bandits</>
challenge_desc_31,<TipGray>Gather</><TDName> {0}/{1} </><TipGray></><Yellow>{2}</>
challenge_desc_32,"<TipGray>Train</><Yellow> {0} </><TipGray>ability to reach</><Yellow> {1} </>\\n<Yellow>(Chop trees, mine and gather in turn to improve martial arts ability)</>"
challenge_desc_33,<TipGray>Entrust</><Yellow> {0}/{1} </><TipGray>people to protect themselves</>\\n<Yellow>(Issue entrusted tasks to others)</>
challenge_desc_34,"<TipGray>Invite</><Yellow> {0}/{1} </><TipGray>people for entertainment</>\\n<Yellow>(Invite others to follow, take them to hot springs, taverns or music buildings for bathing or drinking)</>"
challenge_desc_35,<TipGray>Use bonfire to cook</><Yellow> {0}/{1} </><TipGray>pieces of</><Yellow> {2} </>\\n<Yellow>(Choose bonfire in backpack and place it on the ground for interaction)</>
challenge_desc_36,<TipGray>Use Station in Stable to move to</><Yellow> {0} </>
challenge_desc_37,<TipGray>Activate at least</><Yellow> {0}/{1} </><TipGray>Inner Kungfu at once</>
challenge_desc_38,<TipGray>Use a Treasure Map and find the treasure</>
challenge_desc_39,<TipGray>Gain fame</><Yellow>{0}</>\\n<Yellow>(Helping others multiple times can gain evaluations)</>
challenge_desc_40,<TipGray>Plant and harvest </><Yellow>Licorice</>
challenge_desc_41,<TipGray>With</><Yellow> {0}/{1} </><TipGray>People become</><Yellow> {2} </>\\n<Yellow>(A positive attitude of 300 can establish a relationship)</>
challenge_desc_42,<TipGray>Eliminate</><TDName> {0}/{1} </><Yellow>Bandits</><TipGray> in this area</>
challenge_desc_43,<TipGray>Accumulate stolen goods worth</><TDName> {0}/{1} </><TipGray>through stealth</>
challenge_desc_44,<TipGray>Accumulatively earn</><TDName> {0}/{1} </><TipGray>money by operating facilities</>
tile_challenge_tile,<RenWu>Experience · [{0}]</>
tile_challenge_tile_2,Trial Objective 「{0}」
tile_unlock_desc,The world has at least {0}/{1} schools
tile_unlock_desc_1,There are {0}/{1} plots in the world
tile_cur_tile,<RenWu>Current Lot·「{0}」</>
DX_Cao_A001,Six-Mile Longting
DX_Cao_A002,Clearwave Loch
DX_Cao_A003,Mount Yandang
DX_Cao_A004,Skyland Village
DX_Cao_A005,Mount Snakeback
DX_Cao_A100,Rockhead Village
DX_Cao_A101,Stonestep Village
DX_Cao_A200,Weathered Mountain
DX_Cao_A201,Wanshou Mountain
DX_Cao_A300,Kungfu Contest
DX_RongYan_A001,Lava Volcano
DX_RongYan_A002,Lava Quarry
DX_RongYan_A100,Evil Valley
DX_RongYan_A101,Redcloud Citadel
DX_RongYan_A200,Rubycliff Ravine
DX_RongYan_A201,Dragon Ridge Valley
DX_RongYan_B001,Redcliff Grottoes
DX_RongYan_B002,Flame Wall
DX_RongYan_C001,Swallow Falls
DX_RongYan_C002,Mount Green Conch
DX_RongYan_D001,Severed Palm Canyon
DX_RongYan_D002,Bull Hold Pass
DX_RongYan_E001,Falling Steed Meadow
DX_RongYan_E002,Thousand Cliff Cavern
DX_Sha_A001,Sandfall Citadel
DX_Sha_A002,Gravel Basin
DX_Sha_A100,Boulder Hamlet
DX_Sha_A101,Mistycloud Manor
DX_Sha_A200,Nine Wolves Burrow
DX_Sha_A201,Youming Valley
DX_Sha_B001,Eagle Hunt Platform
DX_Sha_B002,Withergrass Ridge
DX_Sha_C001,Sunset Platform
DX_Sha_C002,Buddhist Reverence Meadow
DX_Sha_D001,Sheep Sacrifice Meadow
DX_Sha_D002,Wildsand Slope
DX_Sha_E001,Leafsail Lake
DX_Sha_E002,Hare Ear Pass
DX_Tu_A001,Miasma Ridge
DX_Tu_A002,Desolate Ridge
DX_Tu_A100,Maple Manor
DX_Tu_A101,Peach Retreat Village
DX_Tu_A200,Bamboo Fragrance Pond
DX_Tu_A201,Drunken Immortal Lake
DX_Tu_B001,Adder Ridge
DX_Tu_B002,Ironbone Stream
DX_Tu_C001,Viper Woods
DX_Tu_C002,Mirror Lake Stonewoods
DX_Tu_D001,Golden Monkey Ridge
DX_Tu_D002,Wheat Hamlet
DX_Tu_E001,Monkey Hill
DX_Tu_E002,Nine Trials Labyrinth
DX_Xue_A001,Abyssal Ice Loch
DX_Xue_A002,Snowfall Lake
DX_Xue_A003,Frostdew Snowland
DX_Xue_A100,Iceplum Manor
DX_Xue_A101,Snowpine Village
DX_Xue_A200,Mount Beimang
DX_Xue_A201,Mount Plum
DX_Xue_B001,Iceworm Stream
DX_Xue_B002,Wonderpeak Valley
DX_Xue_C001,Ferret Peak
DX_Xue_C002,Glacier Range
DX_Xue_D001,Leyline Spring
DX_Xue_D002,Windshield Slope
DX_Xue_E001,Dragon Fang Loch
DX_Xue_E002,Ten-Mile Lodge
DX_DaXing_A001,Dragonspring Town
DX_DaXing_A002,Lin’an City
DX_DaXing_A003,Windrise City
DX_DaXing_A004,Winding Dragon Town
DX_DaXing_A005,Kindcreek Town
DX_DaXing_A006,Cloudrest Town
DX_DaXing_A007,Jadecreek Town
DX_DaXing_A008,Skybrook City
DX_DaXing_A009,Tianyin Mountain
DX_DaXing_A101,Disha Mountain
DX_DaXing_A102,Aoyama School
DX_DaXing_A103,Thousands of Miles
DX_DaXing_A104,King Kong Sect
DX_DaXing_A105,Free View
X_PingYuan_A004,The Savage Plains
X_ShaMo_A006,Feijianping
X_HuPo_A004,Youlong Well
X_RongYan_A001,Flowing Fire Pit
X_ZhaoZe_A001,Nine Youze
X_XueYuan_A006,Cold Stone Pit
DX_DaXing_A100,Phantom Temple
tile_desc_300001,Plain\\nPleasant climate
tile_desc_300100,Plain\\nPleasant climate
tile_desc_300027,Plain\\nPleasant climate
tile_desc_300033,Plain\\nPleasant climate
tile_desc_300032,Plain\\nPleasant climate
tile_desc_300047,Plain\\npleasant climate
tile_desc_300010,Lava\\nScorching 5
tile_desc_300012,Lava\\nScorching 5
tile_desc_300106,Lava\\nScorching 5
tile_desc_300014,Lava\\nScorching 5
tile_desc_300107,Lava\\nScorching 5
tile_desc_300052,Lava\\nFire 5
tile_desc_300018,Desert\\nScorching 2
tile_desc_300019,Desert\\nScorching 2
tile_desc_300021,Desert\\nScorching 2
tile_desc_300120,Desert\\nScorching 2
tile_desc_300121,Desert\\nScorching 2
tile_desc_300122,Desert\\nScorching 2
tile_desc_300123,Desert\\nScorching 2
tile_desc_300048,Desert\\nScorching 2
tile_desc_300030,Swamp\\nMiasma 3
tile_desc_300125,Swamp\\nMiasma 3
tile_desc_300127,Swamp\\nMiasma 3
tile_desc_300101,Swamp\\nMiasma 3
tile_desc_300051,Swamp\\nMiasma 3
tile_desc_300135,Snowfield\\nCold 3
tile_desc_300036,Snowfield\\nCold 3
tile_desc_300128,Snowfield\\nCold 3
tile_desc_300130,Snowfield\\nCold 3
tile_desc_300039,Snowfield\\nCold 3
tile_desc_300131,Snowfield\\nCold 3
tile_desc_300050,Snowfield\\nCold 3
tile_desc_300002,Lake\\nPleasant climate
tile_desc_300013,Lake\\nPleasant climate
tile_desc_300126,Lake\\nPleasant climate
tile_desc_300035,Lake\\nCold 2
tile_desc_300133,Lake\\nCold 2
tile_desc_300040,Lake\\nHoly place for healing
tile_desc_300049,Lake\\nCold 2
tile_desc_300102,Plain\\nPleasant climate
tile_desc_300037,Snowfield\\nCold 5
tile_desc_300134,Lake\\nPleasant climate
tile_desc_300029,Lake\\nPleasant climate
tile_desc_300020,Desert\\nScorching 2
tile_desc_300011,Lava\\nScorching 5
tile_desc_300109,Swamp\\nMiasma 3
tile_desc_300104,Swamp\\nMiasma 3
tile_desc_300005,Snowfield\\nCold 5
tile_desc_300015,Lava\\nFire 5
tile_desc_300046,Plain\\npleasant climate
tile_desc_300026,Plain\\npleasant climate
tile_desc_300028,Snowfield\\nCold 5
tile_desc_300031,Plain\\npleasant climate
tile_desc_300003,Plain\\nPleasant climate
tile_desc_300009,Lava\\nScorching 5
tile_desc_300038,Snowfield\\nCold 3
tile_desc_300124,Swamp\\nMiasma 3
tile_desc_300108,Lava\\nScorching 5
tile_desc_300016,Desert\\nScorching 2
tile_desc_300034,Cold Pond\nCold 30
tile_desc_300025,Swamp\\nMiasma 30
tile_desc_300008,Volcano\nScorching 30
tile_desc_300042,Lake\\nPleasant climate
tile_desc_300043,Plain\\nPleasant climate
tile_desc_300044,Desert\\nScorching 2
tile_desc_300045,Snowfield\\nCold 5
tile_desc_300007,Plain\\nPleasant climate
tile_desc_300103,Lava\\nScorching 5
tile_desc_300006,Plain\\nPleasant climate
tile_desc_300004,Plain\\nPleasant climate
tile_desc_300017,Desert\\nScorching 2
tile_desc_300023,Desert\\nScorching 2
tile_desc_300024,Lake\\nPleasant climate
tile_desc_300041,Lake\\nPleasant climate
tile_desc_300132,Snowfield\\nCold 5
tile_desc_300129,Snowfield\\nCold 5
tile_desc_319999,Phantom Temple
desc_base,Conditions required:
desc_type_1,Have {1} stacks of 「{0}」
desc_type_2_1,Beginner in {0} Ability
desc_type_2_2,Expert in {0} Ability
desc_type_2_3,Veteran in {0} Ability
desc_type_2_4,Master in {0} Ability
desc_type_2_5,Guru in {0} Ability
desc_type_2_6,Sage in {0} Ability
desc_type_3_0,Equip a Hat
desc_type_3_1,Equip Topwear
desc_type_3_2,Equip Pants
desc_type_3_3,Equip a Weapon
desc_type_3_4,Equip a Concealed Weapon
desc_type_4,Acquired Skill:{0}
desc_type_5,Have {1} stacks of {0}
desc_type_6,Activated Inner Kungfu:{0}
desc_type_7,Carry at least {0}{1}
desc_type_8,Have {1} {0} Relations
desc_type_10,Domestic {0} species of animals
desc_type_prop,Need {0} to reach {1}
desc_type_relation_none,Currently not in a partnership
desc_type_different_disease,"Currently, I have at least five different hidden diseases"
desc_type_depend_move,Learn no less than 8 unique skills of swordsmanship
time_condition,{0} to {1}
time_condition_1,「01:00」
time_condition_3,「03:00」
time_condition_5,「05:00」
time_condition_7,「07:00」
time_condition_9,「09:00」
time_condition_11,「11:00」
time_condition_13,「13:00」
time_condition_15,「15:00」
time_condition_17,「17:00」
time_condition_19,「19:00」
time_condition_21,「21:00」
time_condition_23,「23:00」
weather_condition_1,Sunny
weather_condition_7,Rainstorm
weather_condition_10,Snowstorm
weather_condition_extra,(City God can ask for the weather)
cook_recipe,Cooking Formula
cook_recipe_desc,Choose formula to autofill ingredients
cook_recipe_hover,<Cook1>Required Materials</>\\n{0}\\n\\n<Cook1>Bonfire Effect</>\\n{1}
cook_stuff,Cook Food
cook_stuff_desc,Add ingredients and try cooking
cook_cook,Cooking
my_cook_stuff,My\\nIngredients
can_cook_num,You can cook {0} servings
defect_stuff,(Missing)
item_seach,Item Search
item_sift_0,All
item_sift_1,Production
item_sift_2,Food
item_sift_3,Material
item_sift_4,Book
item_sift_5,Contraption
item_sift_6,Treasure
item_sift_7,Skill Manual
item_sift_8,Inner Kungfu Manual
item_sift_9,Hats
item_sift_10,Clothes
item_sift_11,Pants
item_sift_12,Weapon
item_sift_13,Concealed Weapon
item_sift_14,Ore
item_sift_15,Herb
item_sift_16,Wood
item_sift_999,Gear
item_sort_type_0,Default
item_sort_type_1,Max Value
item_sort_type_2,Max Load
item_sort_type_3,Max Quantity
StartGamePanel_1,V{0}
info_title_version,Version Plan
info_title_thanks,Special Thanks,ขอขอบคุณเป็นพิเศษ
info_title_producer,Production Team,ทีมงานฝ่ายผลิต
info_title_notify,Update Notice,ประกาศปรับปรุง
info_content_version,"EA version (V0.8.0.0) preview:\\n<TDName>[Remove the limit on the number of plots]</>\\n<TDName>[Overall performance optimization]</> Optimize the efficiency of running a large number of NPCs and plots\\n<TDName>[Sandbox mode]</> Can create custom small worlds with multiple data, characters can freely switch between multiple worlds\\n<TDName>[Multiple character unlocking]</> You can marry yourself, give birth to yourself and kill yourself\\n<TDName>[Add a lot of adventure events] </>Richer random events\\n<TDName>[Childbirth system]</> Inherit according to the bloodline talent of parents\\n<TDName>[Function of Fengyun Temple]</> Supplement the worldview\\n<TDName>[Supplement and optimization of AI content] </>More interactive content and improved sense of immersion\\n<TDName>[Add more stunts and internal exercises]</>\\n<TDName>[Add more plots]</>\\n<TDName>[Add external use of hidden weapons]</>\\n<TDName>[Add details of actions]</>\\n<TDName>[Reset wooden man function and role]</>\\n<TDName>[More character suits]</>"
info_content_thanks,<TDName>[bilibili game]</>\\nYu Yang\\n<TDName>[Independent Game Department]</>\\nLai Rongrong   Zhu Di  EA(Yang Tiesmith)  Candice Hu Xiaoban   Wang Jiahui  77  Ma MingMiya   Blank  Shen Luo\\n<TDName>[Business]</>\\nGao Shuo  Zhou Zhenhao  Yue Yao  Tang Jiahui\\n<TDName>[CE test]</>\\nChrisy Orange Fish  Qingye  Dylan\\n\\n———————————————<TDName> [Game Design Support] </>———————————————\\n<TDName>[Chief Consultant]</>\\nXu Dan\\n<TDName>[Technical Support]</>\\nGuo Fan  Liang Bo  Shi Jian  Chen Feng  Liu Chengnan  Li Yongliang\\n\\n———————————————<TDName> [Special Thanks to Players] </>———————————————\\nXiong Batian  Xian Wu Xin  Xiao Tuzi Dadi  Tu Renwu   Liu Xiaoqi  Feng Fan Ye    Kan Dao Wo Qing Wo Gun Qu Xue Xi Sang Lang De Xin EcLancE  a b    Luo Hang    Qian Huan Ya  Yi Ding Yao Qian Han   Luo Yuan  Yi Qie Dou Hui Hao De  Ning Li  Yuan Zhang    Qian Yi Qing    Xia Ran  Xiao Xiao  Yu Ye Wei Liang   Mai Meng Da Mo Wang   Ji He Shu  Ji Yuan  Ni e  Dong Zhong Xue Chu  Irakuho  Gu Yan Sheng  A Yang   Huan Hai Li Yue  He Yi A  A Ha Ha Ha  Cali  Bai Ni Tian Han    Dou A Dou A Dou  Shan Shan Er Chuan   Xiao Hong Chen   Ba Feng Bu Dong  Yi Quan Da Ying Wu Liao Le   Bu Sheng Ren Sheng Yi Chang Zui  Shi You Tian He Ya    Shu Nüren    Yu Da   Leng Yi   Ba Ji Da Kuang Feng  Chen Lang   Shan Xian Chu Yue Ming Shu Liu    Duo Chi Shi*   Qing Lou Zhuo Gui    Lan Huan   Ye Yu Xing Fan   Zheng Xin   Jiang Za Yu    Si Xi Dan Tui Ren  Bai Xi Niu   Luo Yu   Jiu Tian    Yei Guo Lin   Qing Feng Ming Jian   BOBO  Wei Xiao   Yao Luan   Xi Yun   Mo Xiao Xiang   Bai Sha Tang   Ji Zai Zhe   Wen Meng   creep   Jin Xi Fu He Xi   DIO    Qian Ye   Rc   Ai Teng   Shen Gui   Kai Wen
info_content_producer,<TDName>[Producer]</>\\nWang Wenjiang\\n<TDName>[Game Designer]</>\\nFeng Keke   Zhang Wenming\\n<TDName>[Program]</>\\n  Feng Zewa   Wu Xiaoming   Lin Bing\\n<TDName>[Music and Sound Effects]</>\\nHuang Liang\\n<TDName>[Model]</>\\nChen Shaohui   Feng Lizhen\\n<TDName>[Action]</>\\nLi Junfeng\\n<TDName>[Special Effects]</>\\nLin Xianwei\\n<TDName>[Auxiliary]</>\\nLin Xiaolin
behavior_type_1,Normal Behavior
behavior_type_2,Positive Behavior
behavior_type_3,Negative Behavior
behavior_stand,Get Up
behavior_la_xi,Diarrhea
behavior_die,Death
behavior_enemy_combat,Battle
behavior_101,Pray for Rain
behavior_102,Sleep
behavior_102_1,Sleep
behavior_103,Have a Bath
behavior_104,Play Zheng
behavior_105,Gather
behavior_106,Drink wine
behavior_107,Search
behavior_108_0,Faint
behavior_108,Faint
behavior_108_1,Faint
behavior_109,Carried
behavior_110,Sit on Wine Table
behavior_111,Sit on Floor
behavior_112,Pick up Item
behavior_113,Ignite
behavior_114,Turn off Lamp
behavior_115,Turn on Lamp
behavior_116,Beg
behavior_117,Offer Money
behavior_118,Eat
behavior_119,Drink wine
behavior_120,Pray for Heavy Snow
behavior_121,Pray for Sunny Day
behavior_122,Get Frozen
behavior_123,Sleep
behavior_124,Rest
behavior_125,Drink wine
behavior_126,Follow
behavior_129,Use Skill Manual
behavior_130,Pause and Wait
behavior_131,Catch Insect
behavior_132,Treasure Hunt
behavior_133,Cure Ailment
behavior_134,Accept Ailment Cure
behavior_138,Lockpick Cage
behavior_139,Get Put Down
behavior_140,Lock
behavior_143,Ride Horse
behavior_be_ride_on,Be Ridden
behavior_144,Use Art of Marrow Refining Manual
behavior_145,Dismount
behavior_146,Use Yi Jin Jing Manual
behavior_147,Lockpick
behavior_148,Open Door
behavior_152,Sit on Throne
behavior_153,Practice Kungfu
behavior_154_0,Carry Someone
behavior_154,Carry Someone
behavior_155,Put Down
behavior_157,Sneak
behavior_159,Placeholder
behavior_160,Work Shift
behavior_161,Cast Skill 「Vicious Hand」
behavior_162,Cast Skill 「Flame Saber」
behavior_163,Cast Skill 「Arctic Palm」
behavior_164,Cast Skill 「Wine-drinking Song」
behavior_165,Use Qinggong Manual
behavior_166,Placeholder
behavior_167,Cast Skill 「Beast Wave」
behavior_168,Cast Skill 「Drink and Sing」
behavior_169,Cast Skill 「Soultaker’s Song」
behavior_170,Cast Skill 「Spider Hand」
behavior_171,Use Great Return Pill
behavior_172,Cast Skill 「Tortoise Fist」
behavior_176,Meditate
behavior_177,Close Door
behavior_178,Sneak
behavior_179,Enter Cage
behavior_180,Go to Rare Mine
behavior_181,Return to Cage
behavior_182,Drink wine
behavior_183,Change Skill
behavior_184,Equip Gear
behavior_185,Teach Skill
behavior_185_0,Accept Skill Teaching
behavior_186,Take Head
behavior_187,Loot
behavior_188,Wait for Healing
behavior_189,Dig at Treasure Spot
behavior_190,Raise Battle Flag
behavior_192,Teach Inner Kungfu
behavior_192_0,Accept Inner Kungfu Teaching
behavior_193,Teach Ability
behavior_193_0,Accept Ability Teaching
behavior_194,Dig Quarry
behavior_195,Give Donation
behavior_196,Use Materials
behavior_197,Lockpick
behavior_198,Play Xiao
behavior_199,Loot
behavior_200,Poison
behavior_201,Put out Fire
behavior_202,Traumed
behavior_203,Place Contraption
behavior_204,Restore Vigor
behavior_205,Accept Vigor Restoration
behavior_206,Beg for Mercy
behavior_207,Get Angry
behavior_208,Show Mercy to Others
behavior_209,Wake Others Up
behavior_210,hypnotized
behavior_211,Find Direction
behavior_212,Stand Guard
behavior_213,Scared
behavior_214,Poison with snakes
behavior_215,Unlocking with a Snake
behavior_216,Explore Life
behavior_217,Spread the message
behavior_218,bury
behavior_219,worship
behavior_220,Placeholder
