"ttdesc_content_18_112","【<TDName>「腿残」</>腿部患疾，移动速度大幅降低，无法使用腿法招式，治疗途径：医馆、学会内功<TDName>「金针度穴功」</>自疗】"
"ttdesc_content_18_109","【<TDName>「失明」</>眼部患疾，只能听声辨位，无法使用暗器招式，治疗途径：医馆、学会内功<TDName>「金针度穴功」</>自疗】"
"ttdesc_content_18_110","【<TDName>「噬心蚀骨符」</>每日子、午发作，随机产生 3 个癫狂隐疾，一般无法解除】"
"ttdesc_content_29","【交易为以物易物的形式，公平交易或对方获利才可以进行交易】\\n【让对方获利会增加好感度】\\n【对方有好感时，可以额外拿取对方物品，但会降低已有好感度】"
"ttdesc_content_30","【学会驯化能力后，使用陷阱并放置动物喜好的食物，或将动物打至眩晕后可以进行驯化】\\n【<TDName>「马」</>可以乘骑和改装马车，喜欢吃杂草】\\n【<TDName>「鹰」</>可以进入鹰眼模式，帮助追踪目标，喜欢吃肉块】\\n【<TDName>「猴」</>可以乞讨和运输物资，喜欢吃松果、梅子】\\n【<TDName>「蛇」</>可以开锁和下毒，不会产生恶行，喜欢吃肉块、蛋】\\n【<TDName>「貂」</>靠近宝藏时会做出提示，越接近提示越频繁，喜欢吃肉块、蛋】\\n【<TDName>「鸡」</>每天可以产蛋，喜欢吃灯虫、血虫、情虫、绝虫】"
"ttdesc_content_31","【通过战斗可以获得道具：<TDName>「武学心得」</>，也可以使用门派练功房的木人练功获得，<TDName>「武学心得」</>用于进阶绝学】"
"ttdesc_content_32","【<TDName>气血为空</>后会造成经脉隐疾】\\n【睡觉、泡澡可以恢复气血，也可以通过食物和丹药恢复气血】\\n【在战斗中每回合可以<TDName>使用1个道具</>】"
"ttdesc_content_33","【<TDName>「建立门派」</>打开社交界面，花费金钱可以创建属于自己的门派】\\n【<TDName>「加入门派」</>门派山门前的布告栏可以查看门派信息以及加入门派的条件，满足条件即可加入门派，加入后可在社交界面查看门派功能】\\n【当你满足某个门派的入门条件时，有时会收到邀请加入门派的<TDName>飞鸽传书</>】"
"ttdesc_content_34","【<TDName>「建造门派大旗」</>可以将当前地块划归为门派的势力范围】\\n【<TDName>「建造房屋」</>并且放置不同的功能设施，例如：牢笼、杂货柜、书架、木人、床等等设施，提供给门派弟子使用。】\\n【<TDName>「制定门规」</>成为掌门后，在社交界面可以对门派进行管理，制定入门条件、门派禁忌、税收规则】，满足设定的所有入门条件才可入门，建议选择少量规则。\\n【<TDName>「招募人才」</>主动与他人进行交互，请求并邀请加入门派，满足对方的条件即可招募成功。也会有其他人根据你设定的入门条件慕名来投】\\n【<TDName>「扩张势力」</>每个区域只可以存在一个门派大旗，拆除他人的门派大旗，建造自己的门派大旗就可以掌控这个区域，区域内的非门派成员都要遵循门派制定的税收规则缴纳税金。】"
"ttdesc_content_35","【<TDName>「发布命令」</>可以向门派内职务低一级的同门发布命令，在社交界面的命令分页中编辑详细内容】\\n【<TDName>「声望」</>提升势力中成员对你的好感度，即可提高声望（对门派职务比你高的成员发起挑战并胜利，可获得大量声望），声望可以解锁在门派中使用设施的权限以及兑换绝学、内功、装备等资源的优惠】"
"ttdesc_content_36","【<TDName>「职务」</>声望达到下一个职务需求时可以找掌门进行职务晋升评定获得晋升，职务越高可以命令的弟子越多】\\n【<TDName>「学艺」</>门派的书架中记录了掌门录入的所有绝学和内功，可以购买对应的绝学书和内功，提高声望会降低花费】\\n【<TDName>「练功」</>门派的木人可以将武技训练至圆满，武学极限挑战可以获得武学心得】\\n【<TDName>「物品」</>门派的各种经营设施可以购买物品，提高声望会降低花费】"
"ttdesc_content_37","【默认招式库中只有<TDName>「1掌法1拳法1腿法招式」</>，装备暗器后会增加<TDName>「1暗器招式」</>，装备兵器后会增加<TDName>「1兵器招式」</>】\\n【绝学的<TDName>「招式需求数量」</>会增加到招式库中，例如王八拳需求3个拳法，装备后招式库中会增加3个拳法】\\n【装备了需求<TDName>「兵器招式」</>的绝学，但是没有装备兵器，则招式库中还是没有兵器招式，暗器同理。】"
"ttdesc_content_38","【利用<TDName>「守招」</>可以将招式保存到下个回合】\\n【<TDName>「武技圆满」</>后守招可以复制<TDName> 2 </>个招式到下个回合】\\n【装备中也有增加初始招式的词条】"
"ttdesc_content_39","【<TDName>「香炉」</>可以投放香火钱，减少厄运，有人需求减少厄运时会来消费】\\n【<TDName>「四座酒桌」</>容纳四人的简易木桌，有人需求娱乐时会来消费】\\n【<TDName>「双座酒桌」</>容纳双人的豪华酒桌，有人需求娱乐时会来消费】\\n【<TDName>「病床」</>可以等待治疗，有人需求治疗时会来消费】\\n【<TDName>「药架」</>可以贩卖丹药，有人需求丹药时会来购买】\\n【<TDName>「酒架」</>可以贩卖酒水和食物，有人需求酒水和食物时会来购买】\\n【<TDName>「兵器架」</>可以贩卖兵器和暗器，有人需求装备强度时会来购买】\\n【<TDName>「柜台」</>存放珍品的容器，有人需求珍品会来购买】\\n【<TDName>「杂货柜」</>可以存放货物和材料，有人需求材料时会来购买】\\n【<TDName>「衣架」</>可以贩卖帽子、衣服和裤子，有人需求装备强度时会来购买】\\n【<TDName>「温泉」</>可以泡澡，恢复气血内力以及治疗隐疾，有人需求娱乐或治疗时会来消费】\\n【<TDName>「马棚」</>可以贩卖马匹和远程移动】\\n【<TDName>「书架」</>可以录入绝学书、内功书，有人需求成长时会来购买】\\n【<TDName>「城隍爷」</>可以进行祈求，有人祈求就会获得收益】"
"ttdesc_content_40","【<TDName>「火堆」</>可以进行烹饪，烹饪能力越高可以烧制更高品质的食物，还可以对火堆施加状态以满足高级食谱的需求】\\n【<TDName>「田地」</>可以种植各种草药，种植后可以消耗粑粑施肥，加快成熟效率】\\n【<TDName>「药炉」</>可以炼制丹药，医术能力越高可以炼制更高级的丹药】\\n【<TDName>「熔炉」</>可以锻造兵器和暗器，锻造能力越高产出的高品质兵器概率越高，但是消耗的资源也会增加】\\n【<TDName>「织机」</>可以织造帽子、衣服、裤子等服装，织造能力越高产出的高品质服装概率越高，但是消耗的资源也会增加】"
"ttdesc_content_41","【<TDName>「简易陷阱」</>可放置在地上，对踩中者造成伤害】\\n【<TDName>「牢笼」</>可以关押敌人】\\n【<TDName>「箭塔」</>可以防御入侵者，允许筛选攻击目标】"
"ttdesc_content_42","【世界中只存在你的经营设施时，其他人没有选择】\\n【设施可以花费金钱进行<TDName>广而告之</>，一定时间内顾客会首选你的设施】"
"ttdesc_content_43","【<TDName>「开辟地块」</>完成地块历练任务会获得飞鸽传书，点击后可以选择开辟新的地块。也可以通过商船花费金钱扩张地块】\\n【<TDName>「地块环境」</>恶劣环境的地块会带有寒冷、灼热、毒瘴的持续状态。】\\n【<TDName>「特殊地块」</>每个特殊地块的放置都有各自的需求条件，达成时才可以扩张】\\n【<TDName>「随机地块」</>势力地块、盗匪地块以及奇遇地块都是随着世界扩张和交互随机产生的】"
"ttdesc_content_44","【使用「设计蓝图」可以直接摆放自己设计的建筑蓝图】\\n【设施可以在建造过程中摆放，也可以只建造毛坯房，之后在背包中自由添加摆放机关】\\n【建造更多的建筑可以提升「营造能力」，解锁更多建筑模板】"
"ttdesc_content_45","【使用快捷键 [1=31] 可以进入潜行状态】\\n【潜行状态时会出现噪声圈，内圈贴近目标时，目标会立刻发现，外圈则代表声音的传播距离】\\n【每个人或动物的多种因素会改变他们的感知范围，例如瞎眼对声音的感知更敏锐】\\n【提升潜行能力，以及使用潜行草垛和夜行衣都会增强潜行能力，缩小噪声圈的范围，降低被目标发现的风险】\\n【夜行衣在夜晚的功效更强】"
"ttdesc_content_46","【拍卖会开始前可以点击增加拍卖物按钮将自身物品放到拍卖会上拍卖】\\n【拍卖物品所得会先扣取10%作为拍卖手续费后在拍卖会结束时发放到玩家包裹】\\n【流拍的玩家物品会返还到玩家包裹，其他物品会留存到下次拍卖会继续拍卖】"
"ttdesc_content_47","【<TDName>「打招呼」</>默认快捷键 Q ，附近的生物会做出响应，好感大于 600 的人会自动过来组队】\\n【<TDName>「组队」</>大于 600 好感的人可以组队】\\n【<TDName>「命令」</>默认快捷键 E ，进入命令模式后可以在一定范围内对队友发布命令】"
"ttdesc_content_48","【<TDName>「嘴炮介绍」</>嘴炮交锋作为更加温和的战斗方式将融入游戏的多个系统中，例如降低交易花费，避免武力战斗，缓和双方关系，甚至达成势力外交等等。】\\n【<TDName>「嘴炮交锋」</>进入嘴炮战斗后，自动开始交锋，每轮交锋从嘴炮栏中抽取最多 9 个嘴炮用于交锋】\\n【<TDName>「嘴炮交锋」</>每轮嘴炮结束时，可以从能力系统已经收集解锁的嘴炮库中，选择增加一个嘴炮，来搭配自己的嘴炮栏】\\n【<TDName>「嘴炮交锋」</>交锋时，比拼双方的口水值，双方口水值相减后，影响顶部交锋条的推进】\\n【<TDName>「胜利条件」</>双方当前的心境值作为嘴炮交锋的初始进度，对方数值为 0 时，即可胜利】\\n【<TDName>「胜利结果」</>胜利后，可以选择一个胜利目标对对手产生影响，如减少气血，对你产生欣赏等，如果在一场嘴炮战斗中达成合成嘴炮的条件还可以选择更加强力的终极胜利目标。】\\n【<TDName>「失败惩罚」</>失败后，降低 30% 心境】"
# 首次战斗教学相关描述,
"first_combat_desc_1","气血条为空则失败"
"first_combat_desc_2","本回合，敌人即将打出的招式"
"first_combat_desc_3","拖动自己的招式与敌人对招"
"first_combat_desc_4","出招库"
"first_combat_desc_5","收招库"
"first_combat_desc_6","一回合打出绝学需要的招式数量就可以激活绝学。"
"first_combat_desc_7","对方绝学"
# 加载页面天命总结文字,
"Loading_Destiny_Summary_1","磕磕绊绊终于成年..."
"Loading_Destiny_Summary_2","直到成年..."
# 奇遇事件文本,
"me_content_1","我观你天庭饱满、骨骼清奇，必是百年难得一见的武学奇才，我有一套自创的绝世武功欲传授给你，如何？"
"me_content_2","走过一家又一家，碰见大侠夸一夸；大侠英俊又潇洒，身手矫健又威武；大侠你吃肉又喝酒，乞丐我三天饿九顿，给个馍，给口汤，祝恁长命又健康！"
"me_content_3","在下一直不明白，若人要想在江湖中立足，最重要的是什么？我观阁下目光如炬、谈吐非凡！应是有大智慧之人！是否能指点在下？"
"me_content_4","少侠相貌堂堂，声名远赫，当是重情重义之人！我有一位亲戚家世丰厚，他有一女风华绝代待字闺中，我有意为两位牵缘搭线成就一番佳缘。不知少侠意下如何？"
"me_content_5","我……我身中奇毒，需内功高深之人在我膻中穴轻拍一掌方可解毒，阁下可否救我！"
"me_content_6","[#1你]身患重疾，最好找「百花谷」的医馆治疗一番，我这有一颗「洗髓丹」给你，姑且可以帮你先治疗一些隐疾！"
"me_content_7","大爷我最近手头有点紧，把你身上值钱的东西都交出来，否则有你好看的。"
"me_content_8","你我性情相投，不如结为异姓兄弟可好？"
"me_content_9","山有木兮木有枝，心悦君兮君不知"
"me_content_10","天寒地冻的，你衣衫如此单薄，这个御寒的衣服拿取穿吧。"
"me_content_11","我看你居无定所，我听说龙亭一带有适合建造民居的地方，不妨去那儿修一座自己的房子，可做安身之所，以抵御寒冷和恢复气血。"
"me_content_12","[#1你]看起来似乎心情烦闷？憋久了可是会伤身的，不妨去找点乐子？"
"me_content_13","[#1你]可否听说过一本武学秘籍「灭·绝」？传闻练成便可天下无敌！可否帮我「借来」一阅？"
"me_content_14","这位仁兄，我看你轻功不错，不过若想轻功大成，还需一奇石相助！"
"me_content_15","你可听说龙亭这有一宝箱？"
"me_content_16","少侠，我看你像是武林中人，可知内功可以通过他人传授？"
"me_content_17","你怎么衣衫褴褛的，去布庄做些衣服穿吧！"
# 指定事件文本,
"me_content_10000","[#1你]有何病症需要我治疗？"
"me_content_10001","[#1你]一身武艺实在惊人，是否能指点在下一二？！"
"me_content_10002","噫？你天庭饱满，双目炯炯有神，步履沉稳有力，双臂似风！好一块武道璞玉！怎么样？有没有兴趣和我学两手？"
"me_content_10003","我这有些用不上的东西，可能对[#1你]有些帮助，就赠送与你吧！"
"me_content_10005","近来得到阁下不少关照，我甚是感激。若阁下不嫌弃，我愿与阁下义结金兰！从此结为异姓手足！两肋插刀！还望成全！"
"me_content_10006","我……我倾慕大侠你已有时日，我愿与你结为连理！从此白头偕老！"
"me_content_10007","观你身患隐疾，我可否助你梳理经脉治疗隐疾？"
"me_content_10008","[#1你]怎么那么虚？气血怎会亏空如此？快坐下，我来帮你治疗调息！"
"me_content_10009","最近心情不错，和我一起去游乐一番如何？"
# 奇遇事件选项文本,
"me_option_1","先生请赐教！"
"me_option_2","那么好的事情会落我头上？必定有诈！"
"me_option_3","看他可怜，随便给一点吧？"
"me_option_4","倾家荡产也要帮忙「背包所有物品给他」"
"me_option_5","装没看到"
"me_option_6","真不知道"
"me_option_7","当然是绝世武功，走遍天下都不怕！"
"me_option_8","花不完的银子！！俗话说，有钱能使磨推鬼。"
"me_option_9","江湖道义！结交天下朋友。"
"me_option_10","求之不得！！！"
"me_option_11","我还小呢，婉言谢绝"
"me_option_12","拍一掌"
"me_option_13","装没看到"
"me_option_14","最近的医馆在哪里？"
"me_option_15","我早就知道了。"
"me_option_16","破财消灾..."
"me_option_17","严词拒绝！！！"
"me_option_18","正有此意！"
"me_option_19","婉言谢绝。"
"me_option_20","愿得一心人，白头不相离。"
"me_option_21","落花有意流水无情。"
"me_option_22","谢谢好心人！"
"me_option_23","我不需要。"
"me_option_24","龙亭的地基在哪里？"
"me_option_26","去哪找乐子？"
"me_option_28","好的，那这本秘籍如今流落何方？"
"me_option_29","自己去，关我何事？！"
"me_option_30","那这奇石在何处呢？"
"me_option_31","哪里来的江湖骗子！"
"me_option_32","该宝箱在何处？"
"me_option_33","我不感兴趣！"
"me_option_34","哦？说说看咋传授?"
"me_option_35","我早就知道了！"
"me_option_36","织造纺在何处？"
"me_option_37","我就爱光着！"
# 指定事件选项文本,
"me_option_50000","恢复气血 「30 钱」"
"me_option_50000_1","恢复气血"
"me_option_50001","治疗隐疾 「{0}钱」"
"me_option_50001_1","治疗隐疾 "
"me_option_50002","治疗眼疾 「{0} 钱」"
"me_option_50002_1","治疗眼疾"
"me_option_50003","治疗腿残 「{0} 钱」"
"me_option_50003_1","治疗腿残"
"me_option_50004","治疗手残 「{0} 钱」"
"me_option_50004_1","治疗手残"
"me_option_50005","解除异常状态 「{0}钱」"
"me_option_50005_1","解除异常状态"
"me_option_50010","那就传授一门绝学给你！"
"me_option_50011","拒绝！"
"me_option_50012","想学！"
"me_option_50013","还是算了！"
"me_option_50014","接受馈赠！"
"me_option_50017","义结金兰！"
"me_option_50018","婉言谢绝"
"me_option_50019","结为连理！"
"me_option_50020","婉言谢绝"
"me_option_50021","欣然同意！"
"me_option_50022","婉言谢绝"
"me_option_99999","我只想躺一会~"
# 奇遇事件结果文本,
"me_result_1","真是好运啊~~习得一门新武艺，实力大增！"
"me_result_2","「{0}」传授给你的功法简直一塌糊涂，导致你经脉错乱...「内伤增加」"
"me_result_3","「{0}」撇了撇嘴，不再理会你。"
"me_result_4","「{0}」感觉你看不起他，对你产生了态度：「鄙视」"
"me_result_5",""
"me_result_6","「{0}」看你太可怜，给了你15个铜钱~对你产生了态度：「怜悯」"
"me_result_7","「{0}」呆滞的看向你……"
"me_result_8","你感觉自己的灵魂得到了升华，气血 + 100。"
"me_result_9",""
"me_result_10",""
"me_result_11",""
"me_result_12","「{0}」轻挥衣袖，暗使手段。你感到一丝恍惚。「毒瘴+3」"
"me_result_13","「{0}」给了你一张藏宝图。"
"me_result_14","「{0}」成为你的亲密挚友。对你产生了态度：「欣赏」"
"me_result_15","一名女子与你情投意合，她的债务也转嫁给了你……「铜钱-10000」"
"me_result_16","一名女子与你情投意合。"
"me_result_17","「{0}」唉声叹气，无比惋惜的看了看你。"
"me_result_18","你轻拍一掌，「{0}」吐出一口紫血，面色转红。对你产生了态度「感激」"
"me_result_19","你轻拍一掌，「{0}」应声倒下，翻身大喊！"
"me_result_20","「{0}」毒发昏倒了！"
"me_result_21","「{0}」瞥了你一眼，卸下伪装。"
"me_result_22",""
"me_result_23",""
"me_result_24","你的包裹被洗劫一空。"
"me_result_25","「{0}」决定给你一点教训！！！"
"me_result_26","你与「{0}」结为亲密挚友。"
"me_result_27",""
"me_result_28","你与「{0}」情投意合。"
"me_result_29",""
"me_result_30","获得一件抵抗寒冷的衣服"
"me_result_31",""
"me_result_32","建好民居，你就有了一处容身之所了，可以抵御寒冷和恢复气血！"
"me_result_33","温泉泡个澡、酒馆喝口酒、乐楼听个小曲，都可以让你心情好起来！"
"me_result_34","「灭·绝」这本秘籍似乎被藏在了某个门派的大殿内！"
"me_result_35",""
"me_result_36","该奇石位于龙亭龙头之上，至于怎么过去，你自己想办法吧！"
"me_result_37","不信拉倒！"
"me_result_50010","你传授了一门绝学给「{0}」，对你产生了态度：「感激」"
"me_result_50011","你学会了「{0}」的一门绝学！"
"me_result_50012","「{0}」送了你一些东西。"
"me_result_50017","「{0}」与你成为了亲密挚友关系！"
"me_result_50018","你拒绝了「{0}」的义结金兰请求！"
"me_result_50019","「{0}」与你成为了情投意合关系！"
"me_result_50020","你拒绝了「{0}」的结为连理请求！"
"me_result_50021","「{0}」对你进行了隐疾的治疗！"
"me_result_50022","你拒绝了「{0}」对你的隐疾治疗！"
"me_result_50023","「{0}」对你进行了气血的治疗！"
"me_result_50024","你拒绝了「{0}」对你的气血治疗！"
"me_result_50025","「{0}」似乎要带你去某个地方娱乐一番！"
"me_result_50026","你拒绝了「{0}」对你的娱乐邀请！"
"# 武林大会提示",
"activity_message_tips","将于半日后召开武林大会,"
"join_party","参加武林大会"
"no_join_party","不参加武林大会"
"join_wulin_assembly","前去参加武林大会"
"start_wulin_assembly","启动武林大会"
"wulin_assembly_no_one","由于本届武林大会，无人到场，武林大会召开失败！！！"
"wulin_assembly_no_one_player","由于本届武林大会，其他人无法到场，武林大会召开失败！！！"
"wulin_assembly_who_win","经过一番激烈的角逐，「{0}」成为了盟主"
"# 武林大会页面",
"wulin_assembly_title_prestart","武林大会 · 即将召开"
"wulin_assembly_playerlist","参赛名单"
"wulin_assembly_title_round","武林大会 · 第{0}场"
"wulin_assembly_against","对阵"
"wulin_assembly_title_end","武林大会 · 谢幕"
"wulin_assembly_final_winer","武林盟主"
"wulin_assembly_join","立刻参赛"
"wulin_assembly_giveup","放弃参赛"
"wulin_assembly_player_state_0","空位"
"wulin_assembly_player_state_1","入选"
"wulin_assembly_player_state_2","抵达"
"wulin_assembly_player_state_3","连胜"
"wulin_assembly_player_state_4","落败"
"# 拍卖会",
"auction_join","参与竞拍"
"auction_add_goods","增加拍卖物"
"auction_exit_tips","是否要退出此次拍卖会！"
"auction_success","{0}出价最高({1})获得拍卖物"
"auction_fail","无人对此物感兴趣，流拍到下次拍卖会"
"auction_start","现在开始拍卖"
"auction_default_price","底价："
"auction_not_price","无人出价"
"auction_price","「{0} 」出价："
"auction_countdown","倒计时"
"auction_giveup","放弃此物"
"auction_big_add","大加价 {0}"
"auction_small_add","小加价 {0}"
"auction_my_money","我的资金"
"auction_goods","拍卖品"
"auction_finish","本次拍卖会到此结束！恭喜诸位获得心仪的宝物，没有收获的朋友也不必气馁。下一次可能会有更好的宝物，期待诸位再次光临。"
"auction_skill1","好言相劝"
"auction_skill2","威胁恐吓"
"auction_skill3","标记结怨"
"#个人信息界面",
"Character_Select_Info","选择个人信息"
"Character_View_Move","查看招式信息"
"Character_Select_Euqip","选择装备"
"Character_Editor_Euqip","更换装备"
"Characeter_Unload_Euqip","卸载装备"
"Character_Select_Skill","选择绝学"
"Character_Editor_Skill","编辑绝学"
"Character_Use_Skill","装备绝学"
"Character_Unload_Skill","卸载绝学"
"Character_Editor_NeiGong","编辑内功"
"Character_Select_SkillType","选择技能类型"
"Character_Change_page","切换页面"
"Character_Moving_Cursor","移动光标"
"Character_Change_Skill_Page","切换绝学分页"
"Character_View_Prop","查看属性"
"作弊界面",
"Admin_page_title_1","开关"
"Admin_page_title_2","按钮"
"Admin_page_title_3","输入"
"Admin_page_title_4","道具"
"Admin_page_title_5","其他"
"Admin_neili_switch","无限内力"
"Admin_tile_save_switch","创建地块存档"
"Admin_clone_skill","克隆所有绝学"
"Admin_clone_ability","克隆所有能力"
"Admin_clone_equip","克隆所有传说装备"
"Admin_clear_disease","清除所有隐疾"
"Admin_open_place_tile_panel","解锁地块"
"Admin_join_sect","加入门派"
"Admin_add_tongqian","添加铜钱"
"Admin_add_yinliang","添加银两"
"Admin_cure_qili","恢复气血"
"Admin_add_zhenqi","增加真气"
"Admin_add_xiuwei","增加武学心得"
"Admin_add_time","增加时辰"
"Admin_tansfer","传送"
"Admin_reputation","应用名声"
"Admin_pokemon","添加宠物"
"Admin_switch_open","打开"
"Admin_switch_close","关闭"
"Admin_btn_add","添加"
"Admin_btn_apply","应用"
"Admin_item_craft","制作道具"
"Admin_item_food","食物"
"Admin_item_material","材料"
"Admin_item_skill","技能书"
"Admin_item_neigong","内功书"
"Admin_item_tool","机关"
"Admin_item_treasure","珍品"
"Admin_item_all","克隆所有道具"
"Admin_skill","克隆绝学"
"Admin_equip","克隆装备"
"Admin_neigong","克隆内功"
"Admin_buff","施加buff"
"Admin_ability","克隆能力"
"Admin_weather","改变天气"
"Admin_all_neigong","克隆所有内功"
"Admin_all_argument","解锁所有嘴炮"
"Admin_unlock_argument","解锁嘴炮"
"Admin_add_crime","添加罪恶值"
"Admin_disease","添加隐疾"
"Admin_destiny","添加天命"
"Admin_change_gender","改变性别"
"Admin_attitude","添加态度"
"Admin_apply_relation","应用关系"
"Admin_list","NPC列表"
"Admin_apply_identity","添加身份"
"Admin_random_relation","随机应用关系"
"Admin_adventrue","重新读取事件"
"Admin_force_adventrue","强制执行事件"
"Admin_hp_switch","无敌状态"
"#仇人选择界面",
"show_haer_desc_btn","显示仇人详情"
"select_hater_text","选择仇人"
"select_hater_none","你的上一世没有结怨的人"
"#学艺条件不满足描述",
"skill_pre_desc_1","你还没兵器呢"
"skill_pre_desc_2","你还没暗器呢"
"skill_pre_desc_3","你腿残疾了"
"#区域描述",
"area_1","龙亭"
"area_2","百花林"
"area_3","太岳山"
"area_4","祝融谷"
"area_5","影针林"
"area_6","卧龙原"
"area_7","库伊勒"
"area_8","五龙谷"
"area_9","万兽山"
# 动物描述,
"monster_desc_1005","TODO 老鹰描述"
# 野怪,
"monster_name_1","「猴」"
"monster_name_1_1","「大猴」"
"monster_name_2","「蛇」"
"monster_name_2_1","「大蛇」"
"monster_name_3","「马」"
"monster_name_3_1","「大马」"
"monster_name_4","「雪貂」"
"monster_name_4_1","「大貂」"
"monster_name_5","「老鹰」"
"monster_name_5_1","「大雕」"
"monster_name_6","「黑蛟」"
"monster_name_7","「火蜥」"
"monster_name_8","「毒蛙」"
"monster_name_9","「狗」"
"monster_name_9_1","「大狗」"
"monster_name_10","「狼」"
"monster_name_10_1","「大狼」"
"monster_name_11","「鸡」"
"monster_name_11_1","「大母鸡」"
"monster_name_12","「野猪」"
"monster_name_12_1","「大野猪」"
"monster_name_13","「鲨鱼」"
# 基础属性名,
"max_zhenqi","真气"
"max_nei_li","最大内力"
"max_hp","最大气血"
# 真气类型等级名,
"xuan_yin_zhenqi_lv","<ZQ_XuanYin>「玄阴真气」{0} 级</>"
"chun_yang_zhenqi_lv","<ZQ_ChunYang>「纯阳真气」{0} 级</>"
"sha_du_zhenqi_lv","<ZQ_DuSha>「毒煞真气」{0} 级</>"
"hun_yuan_zhenqi_lv","<ZQ_HunYuan>「混元真气」{0} 级</>"
# 真气加成描述,
"zhenqi_lv_0","<TipGray>当前无加成</>"
# 真气等级对应描述,
"xuan_yin_zhenqi_lv_1","<TipGray>玄阴类绝学伤害增加</> <TDName>50%</>"
"xuan_yin_zhenqi_lv_2","<TipGray>玄阴类绝学伤害增加</> <TDName>100%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>1</>"
"xuan_yin_zhenqi_lv_3","<TipGray>玄阴类绝学伤害增加</> <TDName>150%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断寒毒隐疾的增加</>"
"xuan_yin_zhenqi_lv_4","<TipGray>玄阴类绝学伤害增加</> <TDName>200%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断寒毒隐疾的增加</>"
"xuan_yin_zhenqi_lv_5","<TipGray>玄阴类绝学伤害增加</> <TDName>250%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断寒毒隐疾的增加</>\\n<TipGray>玄阴类绝学的效果翻倍</>"
"chun_yang_zhenqi_lv_1","<TipGray>纯阳类绝学伤害增加</> <TDName>50%</>"
"chun_yang_zhenqi_lv_2","<TipGray>纯阳类绝学伤害增加</> <TDName>100%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>1</>"
"chun_yang_zhenqi_lv_3","<TipGray>纯阳类绝学伤害增加</> <TDName>150%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断火毒隐疾的增加</>"
"chun_yang_zhenqi_lv_4","<TipGray>纯阳类绝学伤害增加</> <TDName>200%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断火毒隐疾的增加</>"
"chun_yang_zhenqi_lv_5","<TipGray>纯阳类绝学伤害增加</> <TDName>250%</>\\n<TipGray>寒冷状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断火毒隐疾的增加</>\\n<TipGray>纯阳类绝学的效果翻倍</>"
"sha_du_zhenqi_lv_1","<TipGray>毒煞类绝学伤害增加</> <TDName>50%</>"
"sha_du_zhenqi_lv_2","<TipGray>毒煞类绝学伤害增加</> <TDName>100%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>1</>"
"sha_du_zhenqi_lv_3","<TipGray>毒煞类绝学伤害增加</> <TDName>150%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断剧毒隐疾的增加</>"
"sha_du_zhenqi_lv_4","<TipGray>毒煞类绝学伤害增加</> <TDName>200%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断剧毒隐疾的增加</>"
"sha_du_zhenqi_lv_5","<TipGray>毒煞类绝学伤害增加</> <TDName>250%</>\\n<TipGray>毒瘴状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断剧毒隐疾的增加</>\\n<TipGray>毒煞类绝学的效果翻倍</>"
"hun_yuan_zhenqi_lv_1","<TipGray>混元类绝学伤害增加</> <TDName>50%</>"
"hun_yuan_zhenqi_lv_2","<TipGray>混元类绝学伤害增加</> <TDName>100%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>1</>"
"hun_yuan_zhenqi_lv_3","<TipGray>混元类绝学伤害增加</> <TDName>150%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>2</>\\n<TipGray>阻断癫狂隐疾的增加</>"
"hun_yuan_zhenqi_lv_4","<TipGray>混元类绝学伤害增加</> <TDName>200%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>3</>\\n<TipGray>阻断癫狂隐疾的增加</>"
"hun_yuan_zhenqi_lv_5","<TipGray>混元类绝学伤害增加</> <TDName>250%</>\\n<TipGray>灼热状态的消退速度增加</> <TDName>4</>\\n<TipGray>阻断癫狂隐疾的增加</>\\n<TipGray>混元类绝学的效果翻倍</>"
# 真气等级对应绝学描述,
"xuan_yin_zhenqi_lv_skill_1","<TipGray>玄阴类绝学伤害增加</> <TDName>50%</>"
"xuan_yin_zhenqi_lv_skill_2","<TipGray>玄阴类绝学伤害增加</> <TDName>100%</>"
"xuan_yin_zhenqi_lv_skill_3","<TipGray>玄阴类绝学伤害增加</> <TDName>150%</>"
"xuan_yin_zhenqi_lv_skill_4","<TipGray>玄阴类绝学伤害增加</> <TDName>200%</>"
